销售日期,单品编码,销售单价(元/千克),批发价格(元/千克),销量(千克)
2023-04-25,黄白菜(2),6.0,4.39,4.932
2023-04-26,七彩椒(2),17.3,10.0,0.597
2023-04-26,上海青,5.2,3.48,4.109
2023-04-26,云南油麦菜(份),2.7,2.4,4.0
2023-04-26,云南油麦菜(份),4.5,2.4,6.0
2023-04-26,云南生菜(份),2.3,2.69,3.0
2023-04-26,云南生菜(份),3.9,2.69,28.0
2023-04-26,净藕(1),4.8,2.64,0.7769999999999999
2023-04-26,双孢菇(盒),5.8,3.53,9.0
2023-04-26,奶白菜(份),1.7,1.85,5.0
2023-04-26,奶白菜(份),2.9,1.85,24.0
2023-04-26,姜蒜小米椒组合装(小份),4.5,1.88,2.0
2023-04-26,娃娃菜,5.0,3.43,14.0
2023-04-26,小皱皮(份),3.5,3.09,5.0
2023-04-26,小米椒(份),4.5,1.85,11.0
2023-04-26,小青菜(1),3.2,2.0,9.462
2023-04-26,木耳菜,7.2,8.47,1.564
2023-04-26,木耳菜,12.0,8.47,1.6640000000000001
2023-04-26,杏鲍菇(2),13.0,8.74,1.883
2023-04-26,枝江青梗散花,7.2,5.2,10.657
2023-04-26,洪湖藕带,39.6,32.9,0.661
2023-04-26,海鲜菇(包),1.8,1.84,1.0
2023-04-26,海鲜菇(包),3.0,1.84,2.0
2023-04-26,白玉菇(袋),6.8,4.11,4.0
2023-04-26,竹叶菜,6.6,5.38,7.8069999999999995
2023-04-26,紫茄子(2),6.0,4.22,14.33
2023-04-26,红椒(2),11.4,12.93,0.575
2023-04-26,红椒(2),19.0,12.93,0.749
2023-04-26,芜湖青椒(1),5.2,3.78,4.3420000000000005
2023-04-26,苋菜,4.0,2.88,8.613
2023-04-26,茼蒿,8.0,6.42,2.638
2023-04-26,菠菜(份),2.4,3.27,2.0
2023-04-26,菠菜(份),4.0,3.27,19.0
2023-04-26,虫草花(份),3.5,3.22,1.0
2023-04-26,虫草花(份),5.9,3.22,1.0
2023-04-26,螺丝椒(份),7.5,3.37,12.0
2023-04-26,蟹味菇与白玉菇双拼(盒),5.3,5.06,1.0
2023-04-26,蟹味菇与白玉菇双拼(盒),8.9,5.06,1.0
2023-04-26,西兰花,12.0,8.2,10.579
2023-04-26,西峡花菇(1),21.6,15.2,1.791
2023-04-26,野藕(1),10.0,7.04,1.024
2023-04-26,金针菇(盒),3.0,1.85,21.0
2023-04-26,银耳(朵),4.8,3.19,1.0
2023-04-26,青红杭椒组合装(份),5.8,4.68,5.0
2023-04-26,青线椒(份),4.6,3.84,6.0
2023-04-26,青茄子(1),6.0,4.01,4.196
2023-04-26,马齿苋,6.0,4.24,0.45299999999999996
2023-04-26,高瓜(1),19.6,12.38,2.24
2023-04-26,黄白菜(2),6.0,4.39,7.08
2023-04-27,七彩椒(2),17.3,10.46,0.774
2023-04-27,七彩椒(2),28.8,10.46,1.323
2023-04-27,上海青,5.2,3.48,5.235
2023-04-27,云南油麦菜(份),2.7,2.51,9.0
2023-04-27,云南油麦菜(份),4.5,2.51,9.0
2023-04-27,云南生菜(份),2.3,2.74,7.0
2023-04-27,云南生菜(份),3.9,2.74,20.0
2023-04-27,冰草(盒),6.0,4.72,1.0
2023-04-27,净藕(1),4.8,2.64,2.206
2023-04-27,双孢菇(盒),3.5,3.53,2.0
2023-04-27,双孢菇(盒),5.8,3.53,12.0
2023-04-27,圆茄子(2),8.0,4.3,1.697
2023-04-27,奶白菜(份),1.7,1.9,6.0
2023-04-27,奶白菜(份),2.9,1.9,25.0
2023-04-27,姜蒜小米椒组合装(小份),2.7,1.87,1.0
2023-04-27,姜蒜小米椒组合装(小份),4.5,1.87,5.0
2023-04-27,娃娃菜,5.0,3.36,8.0
2023-04-27,小皱皮(份),2.1,3.09,2.0
2023-04-27,小皱皮(份),3.5,3.09,8.0
2023-04-27,小米椒(份),2.7,1.51,2.0
2023-04-27,小米椒(份),4.5,1.51,16.0
2023-04-27,小青菜(1),3.2,2.08,8.735
2023-04-27,木耳菜,7.2,8.45,0.996
2023-04-27,木耳菜,12.0,8.45,0.43500000000000005
2023-04-27,杏鲍菇(2),7.8,8.75,0.617
2023-04-27,杏鲍菇(2),13.0,8.75,3.427
2023-04-27,枝江青梗散花,7.2,5.47,5.3340000000000005
2023-04-27,洪湖藕带,39.6,32.91,1.536
2023-04-27,海鲜菇(包),1.8,1.85,11.0
2023-04-27,海鲜菇(包),3.0,1.85,4.0
2023-04-27,白玉菇(袋),6.8,4.11,2.0
2023-04-27,竹叶菜,8.0,5.6,8.041
2023-04-27,紫茄子(2),6.0,4.3,14.937
2023-04-27,红椒(2),19.0,12.93,1.361
2023-04-27,芜湖青椒(1),5.2,3.82,11.24
2023-04-27,苋菜,4.0,3.44,4.319
2023-04-27,菠菜(份),2.4,2.73,5.0
2023-04-27,菠菜(份),4.0,2.73,16.0
2023-04-27,虫草花(份),5.9,3.24,1.0
2023-04-27,螺丝椒(份),7.5,3.11,11.0
2023-04-27,蟹味菇与白玉菇双拼(盒),5.3,5.06,1.0
2023-04-27,蟹味菇与白玉菇双拼(盒),8.9,5.06,1.0
2023-04-27,西兰花,12.0,8.2,8.906
2023-04-27,西峡花菇(1),21.6,15.2,3.764
2023-04-27,野藕(1),6.0,7.04,1.175
2023-04-27,野藕(1),10.0,7.04,4.91
2023-04-27,金针菇(盒),1.8,1.86,3.0
2023-04-27,金针菇(盒),3.0,1.86,17.0
2023-04-27,银耳(朵),4.8,3.19,1.0
2023-04-27,青红杭椒组合装(份),5.8,4.68,6.0
2023-04-27,青线椒(份),4.6,3.84,1.0
2023-04-27,青茄子(1),6.0,3.9,1.846
2023-04-27,马齿苋,6.0,4.61,3.2070000000000003
2023-04-27,高瓜(1),19.6,12.26,1.8479999999999999
2023-04-27,黄白菜(2),6.0,4.33,4.699
2023-04-28,七彩椒(2),17.3,10.9,0.7290000000000001
2023-04-28,七彩椒(2),28.8,10.9,1.399
2023-04-28,上海青,5.2,3.48,4.574
2023-04-28,云南油麦菜(份),2.7,2.51,4.0
2023-04-28,云南油麦菜(份),4.5,2.51,12.0
2023-04-28,云南生菜(份),2.3,2.76,5.0
2023-04-28,云南生菜(份),3.9,2.76,31.0
2023-04-28,净藕(1),4.8,2.63,5.168
2023-04-28,双孢菇(盒),3.5,3.58,3.0
2023-04-28,双孢菇(盒),5.8,3.58,11.0
2023-04-28,圆茄子(2),8.0,4.39,3.454
2023-04-28,奶白菜(份),1.7,1.97,4.0
2023-04-28,奶白菜(份),2.9,1.97,31.0
2023-04-28,姜蒜小米椒组合装(小份),4.5,1.86,7.0
2023-04-28,娃娃菜,5.0,3.35,11.0
2023-04-28,小皱皮(份),2.3,3.09,2.0
2023-04-28,小皱皮(份),3.9,3.09,10.0
2023-04-28,小米椒(份),2.7,1.5,3.0
2023-04-28,小米椒(份),4.5,1.5,19.0
2023-04-28,小青菜(1),3.2,2.2,17.726
2023-04-28,杏鲍菇(2),7.8,8.64,0.571
2023-04-28,杏鲍菇(2),13.0,8.64,4.739
2023-04-28,枝江青梗散花,8.0,6.42,11.007
2023-04-28,洪湖藕带,19.8,32.91,0.288
2023-04-28,洪湖藕带,39.6,32.91,0.5509999999999999
2023-04-28,海鲜菇(包),1.8,1.85,5.0
2023-04-28,海鲜菇(包),3.0,1.85,8.0
2023-04-28,白玉菇(袋),4.1,4.11,1.0
2023-04-28,白玉菇(袋),6.8,4.11,4.0
2023-04-28,竹叶菜,10.0,6.86,7.953
2023-04-28,紫茄子(2),7.0,4.25,13.763
2023-04-28,红椒(2),19.0,12.93,1.826
2023-04-28,芜湖青椒(1),5.2,3.83,2.384
2023-04-28,芥菜,14.0,8.09,0.115
2023-04-28,苋菜,6.0,3.59,7.232
2023-04-28,菜心,3.6,5.08,2.367
2023-04-28,菜心,6.0,5.08,4.397
2023-04-28,菠菜(份),2.4,2.42,5.0
2023-04-28,菠菜(份),4.0,2.42,10.0
2023-04-28,虫草花(份),3.5,3.16,2.0
2023-04-28,虫草花(份),5.9,3.16,4.0
2023-04-28,螺丝椒(份),4.5,3.11,8.0
2023-04-28,螺丝椒(份),7.5,3.11,16.0
2023-04-28,蟹味菇与白玉菇双拼(盒),5.3,5.03,1.0
2023-04-28,蟹味菇与白玉菇双拼(盒),8.9,5.03,1.0
2023-04-28,西兰花,12.0,8.2,11.799
2023-04-28,西峡花菇(1),21.6,15.2,5.468
2023-04-28,野藕(1),10.0,7.05,7.199
2023-04-28,金针菇(盒),1.8,1.88,9.0
2023-04-28,金针菇(盒),3.0,1.88,22.0
2023-04-28,青红杭椒组合装(份),5.8,4.7,7.0
2023-04-28,青线椒(份),2.8,4.0,1.0
2023-04-28,青线椒(份),4.6,4.0,5.0
2023-04-28,青茄子(1),8.0,3.9,4.924
2023-04-28,马齿苋,6.0,4.98,0.201
2023-04-28,高瓜(1),19.6,12.39,0.872
2023-04-28,黄白菜(2),6.0,4.28,6.762
2023-04-29,七彩椒(2),28.8,10.9,1.64
2023-04-29,上海青,5.2,3.48,6.843
2023-04-29,云南油麦菜(份),2.7,2.51,2.0
2023-04-29,云南油麦菜(份),4.5,2.51,17.0
2023-04-29,云南生菜(份),2.3,2.74,2.0
2023-04-29,云南生菜(份),3.9,2.74,36.0
2023-04-29,净藕(1),4.8,2.63,12.982
2023-04-29,双孢菇(盒),3.5,3.49,6.0
2023-04-29,双孢菇(盒),5.8,3.49,24.0
2023-04-29,圆茄子(2),8.0,4.4,0.729
2023-04-29,奶白菜(份),2.9,2.13,22.0
2023-04-29,姜蒜小米椒组合装(小份),2.7,1.82,1.0
2023-04-29,姜蒜小米椒组合装(小份),4.5,1.82,11.0
2023-04-29,娃娃菜,5.0,3.34,17.0
2023-04-29,小皱皮(份),2.3,3.02,5.0
2023-04-29,小皱皮(份),3.9,3.02,21.0
2023-04-29,小米椒(份),2.7,1.77,3.0
2023-04-29,小米椒(份),4.5,1.77,32.0
2023-04-29,小青菜(1),3.2,2.36,14.626
2023-04-29,杏鲍菇(2),7.8,8.63,0.8959999999999999
2023-04-29,杏鲍菇(2),13.0,8.63,4.514
2023-04-29,枝江青梗散花,8.0,6.98,16.045
2023-04-29,海鲜菇(包),1.8,1.86,5.0
2023-04-29,海鲜菇(包),3.0,1.86,15.0
2023-04-29,白玉菇(袋),4.1,4.22,1.0
2023-04-29,白玉菇(袋),6.8,4.22,2.0
2023-04-29,竹叶菜,11.0,7.68,5.932
2023-04-29,紫茄子(2),7.0,4.19,27.358999999999998
2023-04-29,红椒(2),11.4,12.87,0.285
2023-04-29,红椒(2),19.0,12.87,2.98
2023-04-29,红莲藕带,12.0,9.59,2.442
2023-04-29,红薯尖,11.4,9.11,3.513
2023-04-29,芜湖青椒(1),6.0,4.08,43.398
2023-04-29,苋菜,6.0,3.82,9.865
2023-04-29,茼蒿,10.0,6.91,5.463
2023-04-29,菜心,8.0,5.08,4.372
2023-04-29,菠菜(份),2.4,2.43,3.0
2023-04-29,菠菜(份),4.0,2.43,12.0
2023-04-29,虫草花(份),3.5,3.2,1.0
2023-04-29,螺丝椒(份),4.5,3.09,6.0
2023-04-29,螺丝椒(份),7.5,3.09,20.0
2023-04-29,蟹味菇与白玉菇双拼(盒),5.3,5.07,1.0
2023-04-29,西兰花,12.0,8.2,11.532
2023-04-29,西峡花菇(1),21.6,15.2,5.114
2023-04-29,野藕(1),6.0,7.04,1.245
2023-04-29,野藕(1),10.0,7.04,6.074
2023-04-29,金针菇(盒),1.8,1.98,4.0
2023-04-29,金针菇(盒),3.0,1.98,56.0
2023-04-29,银耳(朵),4.8,3.18,2.0
2023-04-29,青尖椒,10.0,5.13,2.179
2023-04-29,青红杭椒组合装(份),5.8,4.83,5.0
2023-04-29,青线椒(份),4.6,4.08,7.0
2023-04-29,青茄子(1),8.0,4.12,9.146
2023-04-29,高瓜(1),19.6,12.57,1.9500000000000002
2023-04-29,黄白菜(2),6.0,4.25,7.518
2023-04-30,七彩椒(2),28.8,10.9,3.463
2023-04-30,上海青,5.2,3.48,3.722
2023-04-30,云南油麦菜(份),2.7,2.54,4.0
2023-04-30,云南油麦菜(份),4.5,2.54,10.0
2023-04-30,云南生菜(份),2.3,2.73,1.0
2023-04-30,云南生菜(份),3.9,2.73,16.0
2023-04-30,净藕(1),4.8,2.63,5.545
2023-04-30,双孢菇(盒),3.5,3.5,3.0
2023-04-30,双孢菇(盒),5.8,3.5,7.0
2023-04-30,圆茄子(2),8.0,4.59,1.2690000000000001
2023-04-30,奶白菜(份),1.7,2.25,1.0
2023-04-30,奶白菜(份),2.9,2.25,24.0
2023-04-30,姜蒜小米椒组合装(小份),2.7,2.06,1.0
2023-04-30,姜蒜小米椒组合装(小份),4.5,2.06,4.0
2023-04-30,娃娃菜,5.0,3.33,14.0
2023-04-30,小皱皮(份),2.7,3.02,1.0
2023-04-30,小皱皮(份),4.5,3.02,4.0
2023-04-30,小米椒(份),2.7,1.75,8.0
2023-04-30,小米椒(份),4.5,1.75,17.0
2023-04-30,小青菜(1),3.2,2.4,10.254999999999999
2023-04-30,杏鲍菇(2),7.8,8.74,1.829
2023-04-30,杏鲍菇(2),13.0,8.74,1.8679999999999999
2023-04-30,枝江青梗散花,5.4,7.41,0.637
2023-04-30,枝江青梗散花,9.0,7.41,14.777000000000001
2023-04-30,洪湖藕带,39.6,32.91,2.026
2023-04-30,海鲜菇(包),1.8,1.98,4.0
2023-04-30,海鲜菇(包),3.0,1.98,20.0
2023-04-30,白玉菇(袋),6.8,4.15,4.0
2023-04-30,竹叶菜,11.0,7.93,6.6530000000000005
2023-04-30,紫茄子(2),7.0,4.49,35.189
2023-04-30,红椒(2),11.4,12.87,0.28
2023-04-30,红椒(2),19.0,12.87,3.091
2023-04-30,红薯尖,6.8,9.11,0.881
2023-04-30,红薯尖,11.4,9.11,2.746
2023-04-30,芜湖青椒(1),6.0,4.45,40.275
2023-04-30,苋菜,6.0,4.02,6.042
2023-04-30,茼蒿,10.0,7.06,7.319
2023-04-30,菜心,4.8,5.9,0.402
2023-04-30,菜心,8.0,5.9,2.865
2023-04-30,菠菜(份),2.4,2.43,5.0
2023-04-30,菠菜(份),4.0,2.43,10.0
2023-04-30,虫草花(份),5.9,3.25,3.0
2023-04-30,螺丝椒(份),4.5,3.18,7.0
2023-04-30,螺丝椒(份),7.5,3.18,18.0
2023-04-30,蟹味菇与白玉菇双拼(盒),8.9,5.07,1.0
2023-04-30,西兰花,12.0,8.2,10.073
2023-04-30,西峡花菇(1),21.6,15.2,4.557
2023-04-30,野藕(1),10.0,7.03,6.939
2023-04-30,金针菇(盒),1.8,1.96,8.0
2023-04-30,金针菇(盒),3.0,1.96,39.0
2023-04-30,青尖椒,10.0,5.13,0.392
2023-04-30,青红杭椒组合装(份),5.8,4.72,4.0
2023-04-30,青线椒(份),4.6,4.66,6.0
2023-04-30,青茄子(1),8.0,4.4,7.325
2023-04-30,高瓜(1),19.6,13.23,2.473
2023-04-30,黄白菜(2),6.0,4.18,6.363
2023-05-01,七彩椒(2),28.8,12.13,3.379
2023-05-01,上海青,5.2,3.48,6.106
2023-05-01,云南油麦菜(份),2.7,2.54,2.0
2023-05-01,云南油麦菜(份),4.5,2.54,8.0
2023-05-01,云南生菜(份),2.3,2.7,3.0
2023-05-01,云南生菜(份),3.9,2.7,47.0
2023-05-01,净藕(1),4.8,2.64,8.739
2023-05-01,双孢菇(盒),3.5,3.55,3.0
2023-05-01,双孢菇(盒),5.8,3.55,16.0
2023-05-01,圆茄子(2),8.0,5.65,1.0939999999999999
2023-05-01,奶白菜(份),1.5,2.47,2.0
2023-05-01,奶白菜(份),1.7,2.47,8.0
2023-05-01,奶白菜(份),2.9,2.47,25.0
2023-05-01,姜蒜小米椒组合装(小份),2.7,1.97,4.0
2023-05-01,姜蒜小米椒组合装(小份),4.5,1.97,13.0
2023-05-01,娃娃菜,5.0,3.37,13.0
2023-05-01,小皱皮(份),2.7,3.08,1.0
2023-05-01,小皱皮(份),4.5,3.08,17.0
2023-05-01,小米椒,33.6,15.2,1.586
2023-05-01,小米椒(份),2.7,1.66,1.0
2023-05-01,小米椒(份),4.5,1.66,17.0
2023-05-01,小青菜(1),3.2,2.4,8.608
2023-05-01,杏鲍菇(2),7.8,8.73,0.81
2023-05-01,杏鲍菇(2),13.0,8.73,1.612
2023-05-01,枝江青梗散花,9.0,7.54,19.756999999999998
2023-05-01,洪湖藕带,19.8,32.8,0.5
2023-05-01,洪湖藕带,39.6,32.8,1.695
2023-05-01,海鲜菇(包),1.8,2.01,5.0
2023-05-01,海鲜菇(包),3.0,2.01,13.0
2023-05-01,白玉菇(袋),6.8,4.22,3.0
2023-05-01,竹叶菜,11.0,8.66,8.545
2023-05-01,紫茄子(2),8.0,4.94,27.112
2023-05-01,红椒(2),11.4,13.49,0.274
2023-05-01,红椒(2),19.0,13.49,1.3820000000000001
2023-05-01,红莲藕带,12.0,9.51,1.84
2023-05-01,红薯尖,12.0,9.48,4.774
2023-05-01,芜湖青椒(1),6.0,4.73,27.236
2023-05-01,苋菜,6.0,4.11,11.292
2023-05-01,茼蒿,10.0,7.51,7.683
2023-05-01,菜心,4.0,6.49,1.545
2023-05-01,菜心,8.0,6.49,1.3319999999999999
2023-05-01,菠菜(份),2.4,2.43,2.0
2023-05-01,菠菜(份),4.0,2.43,11.0
2023-05-01,虫草花(份),3.5,3.22,2.0
2023-05-01,虫草花(份),5.9,3.22,6.0
2023-05-01,螺丝椒(份),4.5,3.3,4.0
2023-05-01,螺丝椒(份),7.5,3.3,28.0
2023-05-01,蟹味菇与白玉菇双拼(盒),5.3,5.06,1.0
2023-05-01,西兰花,12.0,8.2,9.632
2023-05-01,西峡花菇(1),21.6,15.2,3.295
2023-05-01,野藕(1),10.0,7.04,7.458
2023-05-01,金针菇(盒),3.0,1.89,29.0
2023-05-01,青红杭椒组合装(份),5.8,4.78,11.0
2023-05-01,青线椒(份),4.8,4.66,9.0
2023-05-01,青茄子(1),8.0,4.85,3.656
2023-05-01,马齿苋,10.0,4.97,0.985
2023-05-01,高瓜(1),19.6,13.46,2.522
2023-05-01,黄白菜(2),6.0,4.18,8.02
2023-05-02,七彩椒(2),28.8,11.73,2.036
2023-05-02,上海青,5.2,3.48,7.367
2023-05-02,云南油麦菜(份),4.5,2.55,17.0
2023-05-02,云南生菜(份),2.3,2.73,2.0
2023-05-02,云南生菜(份),3.9,2.73,34.0
2023-05-02,净藕(1),4.8,2.64,8.758
2023-05-02,双孢菇(盒),3.5,3.59,4.0
2023-05-02,双孢菇(盒),5.8,3.59,12.0
2023-05-02,圆茄子(2),8.0,5.65,2.488
2023-05-02,奶白菜(份),1.7,2.46,8.0
2023-05-02,奶白菜(份),2.9,2.46,37.0
2023-05-02,姜蒜小米椒组合装(小份),2.7,1.87,1.0
2023-05-02,姜蒜小米椒组合装(小份),4.5,1.87,10.0
2023-05-02,娃娃菜,5.0,3.51,17.0
2023-05-02,小皱皮(份),2.3,3.63,4.0
2023-05-02,小皱皮(份),2.7,3.63,1.0
2023-05-02,小皱皮(份),4.5,3.63,7.0
2023-05-02,小米椒,33.6,15.2,0.346
2023-05-02,小青菜(1),4.0,2.4,8.435
2023-05-02,杏鲍菇(2),6.5,8.59,0.525
2023-05-02,杏鲍菇(2),7.8,8.59,0.802
2023-05-02,杏鲍菇(2),13.0,8.59,5.156000000000001
2023-05-02,枝江青梗散花,5.4,6.54,0.725
2023-05-02,枝江青梗散花,9.0,6.54,10.693
2023-05-02,海鲜菇(包),1.8,2.0,9.0
2023-05-02,海鲜菇(包),3.0,2.0,5.0
2023-05-02,白玉菇(袋),6.8,4.38,2.0
2023-05-02,竹叶菜,11.0,8.63,15.47
2023-05-02,紫茄子(2),8.0,5.06,24.094
2023-05-02,红椒(2),11.4,14.49,0.8180000000000001
2023-05-02,红椒(2),19.0,14.49,2.357
2023-05-02,红莲藕带,12.0,9.41,4.108
2023-05-02,红薯尖,13.0,10.24,2.069
2023-05-02,芜湖青椒(1),7.2,4.73,15.602
2023-05-02,苋菜,6.0,4.29,9.029
2023-05-02,茼蒿,10.0,7.58,5.151
2023-05-02,菜心,4.8,6.46,1.031
2023-05-02,菜心,8.0,6.46,6.685
2023-05-02,菠菜(份),2.4,2.7,5.0
2023-05-02,菠菜(份),4.0,2.7,15.0
2023-05-02,螺丝椒,10.0,6.8,8.484
2023-05-02,螺丝椒(份),4.5,3.25,7.0
2023-05-02,螺丝椒(份),7.5,3.25,23.0
2023-05-02,蟹味菇与白玉菇双拼(盒),5.3,5.08,2.0
2023-05-02,蟹味菇与白玉菇双拼(盒),8.9,5.08,2.0
2023-05-02,西兰花,12.0,8.4,10.947
2023-05-02,西峡花菇(1),21.6,15.2,3.829
2023-05-02,野藕(1),10.0,7.05,3.314
2023-05-02,金针菇(盒),3.0,1.99,20.0
2023-05-02,青红杭椒组合装(份),3.5,4.68,2.0
2023-05-02,青红杭椒组合装(份),5.8,4.68,10.0
2023-05-02,青线椒(份),2.9,4.64,1.0
2023-05-02,青线椒(份),4.8,4.64,8.0
2023-05-02,青茄子(1),8.0,6.1,9.385
2023-05-02,马齿苋,6.0,6.89,0.583
2023-05-02,马齿苋,10.0,6.89,1.306
2023-05-02,高瓜(1),19.6,14.05,4.011
2023-05-02,黄白菜(2),6.0,4.18,6.931
2023-05-03,七彩椒(2),28.8,8.65,2.893
2023-05-03,上海青,5.2,3.48,10.950000000000001
2023-05-03,云南油麦菜(份),2.7,2.68,5.0
2023-05-03,云南油麦菜(份),4.5,2.68,29.0
2023-05-03,云南生菜,5.8,4.31,14.166
2023-05-03,云南生菜(份),2.3,2.78,1.0
2023-05-03,云南生菜(份),3.9,2.78,25.0
2023-05-03,净藕(1),4.8,2.64,4.769
2023-05-03,双孢菇(盒),3.5,3.5,1.0
2023-05-03,双孢菇(盒),5.8,3.5,10.0
2023-05-03,奶白菜(份),1.7,2.39,1.0
2023-05-03,奶白菜(份),2.9,2.39,55.0
2023-05-03,姜蒜小米椒组合装(小份),4.5,1.95,9.0
2023-05-03,娃娃菜,5.0,3.39,20.0
2023-05-03,小皱皮(份),2.3,3.89,1.0
2023-05-03,小皱皮(份),2.7,3.89,1.0
2023-05-03,小皱皮(份),4.5,3.89,10.0
2023-05-03,小青菜(1),4.0,2.77,8.362
2023-05-03,杏鲍菇(2),13.0,8.65,4.168
2023-05-03,枝江青梗散花,9.0,5.36,17.479
2023-05-03,海鲜菇(包),1.8,2.15,2.0
2023-05-03,海鲜菇(包),3.0,2.15,10.0
2023-05-03,白玉菇(袋),6.8,4.34,1.0
2023-05-03,竹叶菜,12.0,8.75,14.097
2023-05-03,紫茄子(2),8.0,5.31,22.717
2023-05-03,红椒(2),9.5,10.87,0.237
2023-05-03,红椒(2),11.4,10.87,0.248
2023-05-03,红椒(2),19.0,10.87,1.999
2023-05-03,红薯尖,13.0,10.38,3.218
2023-05-03,芜湖青椒(1),7.2,5.27,45.418
2023-05-03,苋菜,6.0,3.95,11.143
2023-05-03,茼蒿,10.0,7.58,10.273
2023-05-03,菜心,8.0,6.3,1.922
2023-05-03,菠菜(份),2.4,2.71,2.0
2023-05-03,菠菜(份),4.0,2.71,39.0
2023-05-03,虫草花(份),5.9,3.25,2.0
2023-05-03,螺丝椒(份),4.5,1.48,1.0
2023-05-03,螺丝椒(份),7.5,1.48,19.0
2023-05-03,蟹味菇与白玉菇双拼(盒),8.9,5.05,3.0
2023-05-03,西兰花,12.0,8.24,14.892
2023-05-03,西峡花菇(1),21.6,15.2,4.859
2023-05-03,野藕(1),10.0,7.06,4.95
2023-05-03,金针菇(盒),3.0,1.95,34.0
2023-05-03,青红杭椒组合装(份),5.8,4.8,2.0
2023-05-03,青线椒(份),4.8,4.64,2.0
2023-05-03,马齿苋,10.0,7.42,1.2349999999999999
2023-05-03,高瓜(1),19.6,13.84,1.867
2023-05-04,七彩椒(2),17.3,10.92,0.285
2023-05-04,七彩椒(2),28.8,10.92,2.195
2023-05-04,上海青,5.2,3.48,2.481
2023-05-04,云南油麦菜(份),4.5,2.54,14.0
2023-05-04,云南生菜,5.8,4.31,7.084
2023-05-04,云南生菜(份),2.3,2.79,3.0
2023-05-04,云南生菜(份),3.9,2.79,3.0
2023-05-04,冰草(盒),7.0,5.24,1.0
2023-05-04,净藕(1),4.8,2.65,3.801
2023-05-04,双孢菇(盒),3.5,3.53,3.0
2023-05-04,双孢菇(盒),5.8,3.53,6.0
2023-05-04,奶白菜(份),3.5,2.35,17.0
2023-05-04,姜蒜小米椒组合装(小份),4.5,2.04,1.0
2023-05-04,娃娃菜,5.0,3.34,11.0
2023-05-04,小皱皮(份),5.8,3.99,6.0
2023-05-04,小米椒(份),4.5,2.18,26.0
2023-05-04,小青菜(1),4.0,2.8,9.396
2023-05-04,杏鲍菇(2),13.0,8.75,0.679
2023-05-04,枝江青梗散花,4.5,5.35,0.536
2023-05-04,枝江青梗散花,9.0,5.35,18.293
2023-05-04,海鲜菇(包),1.8,2.17,4.0
2023-05-04,海鲜菇(包),3.0,2.17,9.0
2023-05-04,白玉菇(袋),6.8,4.32,1.0
2023-05-04,紫茄子(2),8.0,5.81,25.655
2023-05-04,红椒(2),19.0,16.14,1.271
2023-05-04,红莲藕带,12.0,9.33,2.451
2023-05-04,红薯尖,14.0,11.3,9.523
2023-05-04,芜湖青椒(1),7.2,5.34,27.66
2023-05-04,茼蒿,10.0,7.58,7.944
2023-05-04,菠菜(份),2.4,2.63,4.0
2023-05-04,菠菜(份),4.0,2.63,32.0
2023-05-04,虫草花(份),5.9,3.22,2.0
2023-05-04,螺丝椒,10.0,7.61,10.131
2023-05-04,螺丝椒(份),4.5,3.24,2.0
2023-05-04,蟹味菇与白玉菇双拼(盒),8.9,4.21,1.0
2023-05-04,西兰花,12.0,8.99,13.823
2023-05-04,西峡花菇(1),21.6,15.2,2.273
2023-05-04,野藕(1),10.0,7.07,0.964
2023-05-04,金针菇(盒),1.8,1.96,3.0
2023-05-04,金针菇(盒),3.0,1.96,24.0
2023-05-04,高瓜(1),19.6,13.9,1.821
2023-05-05,七彩椒(2),28.8,10.79,3.104
2023-05-05,上海青,5.2,3.77,10.679
2023-05-05,云南油麦菜(份),2.7,2.44,1.0
2023-05-05,云南油麦菜(份),4.5,2.44,14.0
2023-05-05,云南生菜,6.6,4.31,0.731
2023-05-05,云南生菜(份),3.9,2.86,17.0
2023-05-05,净藕(1),4.8,2.65,6.994
2023-05-05,双孢菇(盒),3.5,3.62,2.0
2023-05-05,双孢菇(盒),5.8,3.62,13.0
2023-05-05,娃娃菜,5.0,3.37,17.0
2023-05-05,小皱皮(份),3.5,3.83,1.0
2023-05-05,小皱皮(份),5.8,3.83,5.0
2023-05-05,小米椒(份),4.5,2.15,19.0
2023-05-05,小青菜(1),4.0,2.8,7.351
2023-05-05,杏鲍菇(2),7.8,8.77,0.44
2023-05-05,杏鲍菇(2),13.0,8.77,1.745
2023-05-05,枝江青梗散花,9.0,5.3,15.831
2023-05-05,海鲜菇(包),1.8,2.15,3.0
2023-05-05,海鲜菇(包),3.0,2.15,12.0
2023-05-05,白玉菇(袋),4.1,4.32,1.0
2023-05-05,竹叶菜,10.0,7.3,16.238
2023-05-05,紫茄子(2),8.0,5.84,22.324
2023-05-05,红椒(2),19.0,16.01,1.987
2023-05-05,红莲藕带,12.0,8.77,3.454
2023-05-05,红薯尖,14.0,11.3,2.185
2023-05-05,芜湖青椒(1),7.2,5.32,22.575
2023-05-05,苋菜,6.0,3.72,8.475999999999999
2023-05-05,茼蒿,10.0,7.77,4.47
2023-05-05,菜心,8.0,5.61,5.287
2023-05-05,菠菜(份),2.0,2.65,4.0
2023-05-05,菠菜(份),2.4,2.65,1.0
2023-05-05,菠菜(份),4.0,2.65,5.0
2023-05-05,螺丝椒,10.0,7.4,10.311
